tournum tourtype week period day shiftlength startwin
27 2 2 21 6 16 20
27 2 3 21 6 16 20
28 2 1 20 4 16 20
28 2 3 20 4 16 20
28 2 2 20 5 16 20
28 2 2 20 6 16 20
28 2 1 21 2 16 20
28 2 4 21 2 16 20
28 2 2 21 4 16 20
28 2 4 21 4 16 20
28 2 3 21 5 16 20
28 2 4 21 6 16 20
29 2 3 20 2 16 20
29 2 3 20 4 16 20
29 2 2 20 5 16 20
29 2 1 20 6 16 20
29 2 2 21 2 16 20
29 2 4 21 3 16 20
29 2 1 21 5 16 20
29 2 4 21 5 16 20
29 2 2 21 6 16 20
29 2 4 21 6 16 20
30 2 1 20 5 16 20
30 2 3 20 5 16 20
30 2 2 20 6 16 20
30 2 4 20 6 16 20
30 2 2 21 2 16 20
30 2 3 21 2 16 20
30 2 1 21 3 16 20
30 2 2 21 4 16 20
30 2 4 21 4 16 20
30 2 4 21 5 16 20
31 3 1 20 2 20 20
31 3 1 20 3 20 20
31 3 3 20 3 20 20
31 3 2 20 4 20 20
31 3 4 20 4 20 20
31 3 1 20 5 20 20
31 3 2 20 5 20 20
31 3 1 20 6 20 20
31 3 2 20 6 20 20
31 3 2 21 2 20 20
31 3 3 21 2 20 20
31 3 4 21 2 20 20
31 3 3 21 5 20 20
31 3 4 21 5 20 20
31 3 3 21 6 20 20
31 3 4 21 6 20 20
32 3 3 20 2 20 20
32 3 3 20 3 20 20
32 3 4 20 3 20 20
32 3 2 20 4 20 20
32 3 1 20 5 20 20
32 3 2 20 5 20 20
32 3 3 20 5 20 20
32 3 1 20 6 20 20
32 3 2 21 2 20 20
32 3 4 21 2 20 20
32 3 1 21 3 20 20
32 3 2 21 3 20 20
32 3 1 21 4 20 20
32 3 4 21 4 20 20
32 3 3 21 6 20 20
32 3 4 21 6 20 20
33 3 1 20 4 20 20
33 3 2 20 4 20 20
33 3 2 20 5 20 20
33 3 3 20 5 20 20
33 3 3 21 2 20 20
33 3 4 21 2 20 20
33 3 1 21 3 20 20
33 3 2 21 3 20 20
33 3 3 21 4 20 20
33 3 4 21 4 20 20
33 3 1 21 5 20 20
33 3 4 21 5 20 20
33 3 1 21 6 20 20
33 3 2 21 6 20 20
33 3 3 21 6 20 20
33 3 4 21 6 20 20
34 3 1 20 2 20 20
34 3 4 20 2 20 20
34 3 1 20 4 20 20
34 3 2 20 4 20 20
34 3 4 20 4 20 20
34 3 3 20 6 20 20
34 3 3 21 2 20 20
34 3 1 21 3 20 20
34 3 2 21 3 20 20
34 3 3 21 3 20 20
34 3 3 21 4 20 20
34 3 1 21 5 20 20
34 3 2 21 5 20 20
34 3 4 21 5 20 20
34 3 2 21 6 20 20
34 3 4 21 6 20 20
35 2 3 21 2 16 21
35 2 4 21 2 16 21
35 2 3 21 4 16 21
35 2 1 22 2 16 21
35 2 2 22 2 16 21
35 2 1 22 4 16 21
35 2 2 22 5 16 21
35 2 4 22 5 16 21
35 2 2 22 6 16 21
35 2 4 22 6 16 21
36 2 2 21 3 16 21
36 2 4 21 4 16 21
36 2 4 21 6 16 21
36 2 1 22 2 16 21
36 2 3 22 2 16 21
36 2 4 22 2 16 21
36 2 1 22 4 16 21
36 2 2 22 4 16 21
36 2 2 22 5 16 21
36 2 3 22 6 16 21
37 3 1 21 2 20 21
37 3 3 21 2 20 21
37 3 4 21 2 20 21
37 3 1 21 3 20 21
37 3 2 21 4 20 21
37 3 1 21 5 20 21
37 3 3 21 5 20 21
37 3 4 21 5 20 21
37 3 2 21 6 20 21
37 3 2 22 2 20 21
37 3 3 22 3 20 21
37 3 4 22 4 20 21
37 3 2 22 5 20 21
37 3 1 22 6 20 21
37 3 3 22 6 20 21
37 3 4 22 6 20 21
38 2 2 23 3 16 23
38 2 4 23 3 16 23
38 2 4 23 4 16 23
38 2 1 23 5 16 23
38 2 3 23 6 16 23
38 2 4 23 6 16 23
38 2 1 24 2 16 23
38 2 2 24 2 16 23
38 2 2 24 4 16 23
38 2 3 24 4 16 23
39 2 2 23 2 16 23
39 2 4 23 2 16 23
39 2 1 23 4 16 23
39 2 4 23 4 16 23
39 2 1 23 5 16 23
39 2 2 23 5 16 23
39 2 2 24 3 16 23
39 2 3 24 3 16 23
39 2 3 24 4 16 23
39 2 4 24 6 16 23
40 2 3 23 4 16 23
40 2 2 23 6 16 23
40 2 3 23 6 16 23
40 2 4 23 6 16 23
40 2 2 24 2 16 23
40 2 1 24 3 16 23
40 2 2 24 3 16 23
40 2 4 24 4 16 23
40 2 1 24 5 16 23
40 2 4 24 5 16 23
41 2 3 23 2 16 23
41 2 1 23 3 16 23
41 2 2 23 3 16 23
41 2 3 23 4 16 23
41 2 4 23 4 16 23
41 2 1 23 5 16 23
41 2 4 23 5 16 23
41 2 2 23 6 16 23
41 2 4 24 2 16 23
41 2 2 24 4 16 23
42 2 2 23 3 16 23
42 2 4 23 4 16 23
42 2 1 23 5 16 23
42 2 2 23 5 16 23
42 2 3 23 5 16 23
42 2 2 23 6 16 23
42 2 4 23 6 16 23
42 2 3 24 4 16 23
42 2 4 24 5 16 23
42 2 1 24 6 16 23
43 3 3 23 2 20 23
43 3 2 23 3 20 23
43 3 4 23 4 20 23
43 3 1 23 5 20 23
43 3 2 23 5 20 23
43 3 1 24 2 20 23
43 3 2 24 2 20 23
43 3 1 24 3 20 23
43 3 3 24 3 20 23
43 3 4 24 3 20 23
43 3 3 24 4 20 23
43 3 3 24 5 20 23
43 3 4 24 5 20 23
43 3 1 24 6 20 23
43 3 2 24 6 20 23
43 3 4 24 6 20 23
44 3 1 23 2 20 23
44 3 4 23 2 20 23
44 3 1 23 3 20 23
44 3 1 23 4 20 23
44 3 2 23 4 20 23
44 3 4 23 5 20 23
44 3 2 24 2 20 23
44 3 3 24 2 20 23
44 3 4 24 3 20 23
44 3 3 24 4 20 23
44 3 1 24 5 20 23
44 3 2 24 5 20 23
44 3 3 24 5 20 23
44 3 2 24 6 20 23
44 3 3 24 6 20 23
44 3 4 24 6 20 23
45 3 1 25 2 20 25
45 3 2 25 2 20 25
45 3 1 25 3 20 25
45 3 3 25 3 20 25
45 3 3 25 4 20 25
45 3 4 25 4 20 25
45 3 2 25 5 20 25
45 3 2 25 6 20 25
45 3 4 25 6 20 25
45 3 3 26 2 20 25
45 3 4 26 3 20 25
45 3 2 26 4 20 25
45 3 1 26 5 20 25
45 3 4 26 5 20 25
45 3 1 26 6 20 25
45 3 3 26 6 20 25
46 3 1 26 2 20 26
46 3 3 26 2 20 26
46 3 4 26 2 20 26
46 3 1 26 4 20 26
46 3 2 26 4 20 26
46 3 3 26 4 20 26
46 3 4 26 4 20 26
46 3 2 26 5 20 26
46 3 1 26 6 20 26
46 3 2 26 6 20 26
46 3 1 27 3 20 26
46 3 2 27 3 20 26
46 3 3 27 3 20 26
46 3 4 27 3 20 26
46 3 3 27 5 20 26
46 3 4 27 5 20 26
47 2 1 27 2 16 27
47 2 2 27 5 16 27
47 2 4 27 5 16 27
47 2 3 27 6 16 27
47 2 3 28 2 16 27
47 2 2 28 3 16 27
47 2 4 28 3 16 27
47 2 2 28 4 16 27
47 2 1 28 5 16 27
47 2 4 28 6 16 27
48 3 2 27 2 20 27
48 3 3 27 2 20 27
48 3 4 27 2 20 27
48 3 1 27 3 20 27
48 3 1 27 4 20 27
48 3 2 27 4 20 27
48 3 4 27 4 20 27
48 3 2 27 6 20 27
48 3 4 27 6 20 27
48 3 1 28 2 20 27
48 3 3 28 3 20 27
48 3 4 28 3 20 27
48 3 3 28 4 20 27
48 3 2 28 5 20 27
48 3 1 28 6 20 27
48 3 3 28 6 20 27
49 1 4 29 2 16 29
49 1 1 29 3 16 29
49 1 2 29 3 16 29
49 1 3 29 3 16 29
49 1 4 29 3 16 29
49 1 3 29 4 16 29
49 1 1 29 5 16 29
49 1 3 29 5 16 29
49 1 3 29 6 16 29
49 1 1 30 2 16 29
49 1 2 30 2 16 29
49 1 3 30 2 16 29
49 1 1 30 4 16 29
49 1 2 30 4 16 29
49 1 4 30 4 16 29
49 1 2 30 5 16 29
49 1 4 30 5 16 29
49 1 1 30 6 16 29
49 1 2 30 6 16 29
49 1 4 30 6 16 29
50 1 3 29 2 16 29
50 1 4 29 2 16 29
50 1 1 29 3 16 29
50 1 3 29 3 16 29
50 1 4 29 3 16 29
50 1 1 29 4 16 29
50 1 4 29 4 16 29
50 1 3 29 5 16 29
50 1 4 29 5 16 29
50 1 1 29 6 16 29
50 1 4 29 6 16 29
50 1 1 30 2 16 29
50 1 2 30 2 16 29
50 1 2 30 3 16 29
50 1 2 30 4 16 29
50 1 3 30 4 16 29
50 1 1 30 5 16 29
50 1 2 30 5 16 29
50 1 2 30 6 16 29
50 1 3 30 6 16 29
51 1 2 29 2 16 29
51 1 4 29 2 16 29
51 1 1 29 3 16 29
51 1 2 29 3 16 29
51 1 4 29 3 16 29
51 1 2 29 4 16 29
51 1 4 29 4 16 29
51 1 1 29 5 16 29
51 1 2 29 5 16 29
51 1 4 29 5 16 29
51 1 2 29 6 16 29
51 1 4 29 6 16 29
51 1 1 30 2 16 29
51 1 3 30 2 16 29
51 1 3 30 3 16 29
51 1 1 30 4 16 29
51 1 3 30 4 16 29
51 1 3 30 5 16 29
51 1 1 30 6 16 29
51 1 3 30 6 16 29
52 1 1 31 2 16 31
52 1 2 31 2 16 31
52 1 1 31 3 16 31
52 1 2 31 3 16 31
52 1 3 31 4 16 31
52 1 4 31 4 16 31
52 1 1 31 5 16 31
52 1 4 31 5 16 31
52 1 3 32 2 16 31
52 1 4 32 2 16 31
52 1 3 32 3 16 31
52 1 4 32 3 16 31
52 1 1 32 4 16 31
52 1 2 32 4 16 31
52 1 2 32 5 16 31
52 1 3 32 5 16 31
52 1 1 32 6 16 31
52 1 2 32 6 16 31
52 1 3 32 6 16 31
52 1 4 32 6 16 31
53 2 3 31 4 16 31
53 2 2 32 3 16 31
53 2 4 32 3 16 31
53 2 2 32 4 16 31
53 2 4 32 4 16 31
53 2 1 32 5 16 31
53 2 1 32 6 16 31
53 2 2 32 6 16 31
53 2 3 32 6 16 31
53 2 4 32 6 16 31
54 1 1 32 2 16 32
54 1 2 32 2 16 32
54 1 4 32 2 16 32
54 1 1 32 3 16 32
54 1 3 32 3 16 32
54 1 1 32 4 16 32
54 1 2 32 4 16 32
54 1 3 32 4 16 32
54 1 2 32 6 16 32
54 1 3 32 6 16 32
54 1 4 32 6 16 32
54 1 3 33 2 16 32
54 1 2 33 3 16 32
54 1 4 33 3 16 32
54 1 4 33 4 16 32
54 1 1 33 5 16 32
54 1 2 33 5 16 32
54 1 3 33 5 16 32
54 1 4 33 5 16 32
54 1 1 33 6 16 32
55 2 1 32 2 16 32
55 2 4 32 3 16 32
55 2 3 32 4 16 32
55 2 2 32 5 16 32
55 2 3 32 6 16 32
55 2 2 33 4 16 32
55 2 4 33 4 16 32
55 2 4 33 5 16 32
55 2 1 33 6 16 32
55 2 2 33 6 16 32
56 3 1 39 2 20 39
56 3 2 39 2 20 39
56 3 3 39 2 20 39
56 3 4 39 2 20 39
56 3 1 39 3 20 39
56 3 3 39 4 20 39
56 3 4 39 4 20 39
56 3 1 39 5 20 39
56 3 2 39 5 20 39
56 3 3 39 6 20 39
56 3 4 39 6 20 39
56 3 3 40 3 20 39
56 3 2 40 4 20 39
56 3 4 40 5 20 39
56 3 1 40 6 20 39
56 3 2 40 6 20 39
57 1 1 43 2 16 43
57 1 3 43 2 16 43
57 1 3 43 4 16 43
57 1 1 43 5 16 43
57 1 4 43 5 16 43
57 1 1 43 6 16 43
57 1 3 43 6 16 43
57 1 2 44 2 16 43
57 1 4 44 2 16 43
57 1 1 44 3 16 43
57 1 2 44 3 16 43
57 1 3 44 3 16 43
57 1 4 44 3 16 43
57 1 1 44 4 16 43
57 1 2 44 4 16 43
57 1 4 44 4 16 43
57 1 2 44 5 16 43
57 1 3 44 5 16 43
57 1 2 44 6 16 43
57 1 4 44 6 16 43
58 2 2 43 3 16 43
58 2 3 43 3 16 43
58 2 1 43 4 16 43
58 2 2 43 5 16 43
58 2 4 43 5 16 43
58 2 1 43 6 16 43
58 2 4 43 6 16 43
58 2 2 44 2 16 43
58 2 3 44 2 16 43
58 2 4 44 4 16 43
59 2 4 43 2 16 43
59 2 1 43 3 16 43
59 2 2 43 3 16 43
59 2 2 43 4 16 43
59 2 3 43 4 16 43
59 2 4 44 4 16 43
59 2 1 44 5 16 43
59 2 2 44 6 16 43
59 2 3 44 6 16 43
59 2 4 44 6 16 43
60 2 3 47 2 16 47
60 2 4 47 2 16 47
60 2 2 47 3 16 47
60 2 4 47 3 16 47
60 2 1 47 4 16 47
60 2 2 47 4 16 47
60 2 4 47 4 16 47
60 2 1 47 6 16 47
60 2 3 48 4 16 47
60 2 2 48 6 16 47
61 2 2 47 2 16 47
61 2 4 47 2 16 47
61 2 2 47 3 16 47
61 2 3 47 3 16 47
61 2 1 47 5 16 47
61 2 3 47 5 16 47
61 2 2 47 6 16 47
61 2 4 48 5 16 47
61 2 1 48 6 16 47
61 2 4 48 6 16 47
62 2 2 47 4 16 47
62 2 3 47 4 16 47
62 2 1 47 5 16 47
62 2 1 47 6 16 47
62 2 2 47 6 16 47
62 2 2 48 2 16 47
62 2 4 48 4 16 47
62 2 3 48 5 16 47
62 2 4 48 5 16 47
62 2 4 48 6 16 47
