tournum tourtype week period day shiftlength startwin
60 1 3 43 5 16 43
60 1 4 43 5 16 43
60 1 1 43 6 16 43
60 1 2 43 6 16 43
60 1 3 43 6 16 43
60 1 4 43 6 16 43
61 2 2 44 2 16 44
61 2 3 44 2 16 44
61 2 4 44 3 16 44
61 2 1 44 4 16 44
61 2 2 44 4 16 44
61 2 3 44 4 16 44
61 2 4 44 4 16 44
61 2 2 44 5 16 44
61 2 1 44 6 16 44
61 2 4 44 6 16 44
62 2 1 44 2 16 44
62 2 1 44 3 16 44
62 2 2 44 3 16 44
62 2 2 44 4 16 44
62 2 4 44 4 16 44
62 2 2 44 5 16 44
62 2 3 44 5 16 44
62 2 4 44 5 16 44
62 2 3 44 6 16 44
62 2 4 44 6 16 44
63 2 1 47 2 16 47
63 2 2 47 2 16 47
63 2 4 47 2 16 47
63 2 3 47 3 16 47
63 2 2 47 4 16 47
63 2 4 47 5 16 47
63 2 1 47 6 16 47
63 2 2 47 6 16 47
63 2 3 47 6 16 47
63 2 4 47 6 16 47
64 2 2 48 2 16 48
64 2 4 48 3 16 48
64 2 1 48 4 16 48
64 2 2 48 4 16 48
64 2 3 48 4 16 48
64 2 4 48 4 16 48
64 2 1 48 6 16 48
64 2 2 48 6 16 48
64 2 3 48 6 16 48
64 2 4 48 6 16 48
65 2 2 48 2 16 48
65 2 1 48 3 16 48
65 2 2 48 3 16 48
65 2 3 48 3 16 48
65 2 1 48 4 16 48
65 2 3 48 4 16 48
65 2 4 48 4 16 48
65 2 2 48 5 16 48
65 2 4 48 5 16 48
65 2 4 48 6 16 48
