n,i,t,p,1_1,1_2,1_3,1_4,1_5,1_6,1_7,2_1,2_2,2_3,2_4,2_5,2_6,2_7,3_1,3_2,3_3,3_4,3_5,3_6,3_7,4_1,4_2,4_3,4_4,4_5,4_6,4_7
19,20,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,20,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,20,3,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,21,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,21,1,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,22,3,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,23,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,23,3,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,27,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
34,27,3,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,30,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
36,30,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,30,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
38,30,1,29,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,32,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41,32,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
42,43,3,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
43,43,3,31,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
44,43,3,31,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
45,44,3,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
46,44,3,31,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
47,48,3,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1


n,i,t,dummy,1_1,1_2,1_3,1_4,1_5,1_6,1_7,2_1,2_2,2_3,2_4,2_5,2_6,2_7,3_1,3_2,3_3,3_4,3_5,3_6,3_7,4_1,4_2,4_3,4_4,4_5,4_6,4_7
1,13,3, x, -0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.0,1.0,1.0,0.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,1.0,1.0
2,14,1, x, -0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
3,14,3, x, -0.0,1.0,1.0,-0.0,1.0,1.0,0.0,0.0,1.0,-0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-0.0,1.0,0.0,-0.0,1.0,1.0,1.0
4,15,1, x, 0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,-0.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,-0.0,2.0,2.0,2.0,1.0,2.0,1.0
5,16,3, x, 1.0,2.0,2.0,0.0,2.0,-0.0,1.0,1.0,2.0,2.0,-0.0,2.0,-0.0,1.0,1.0,1.0,2.0,-0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,-0.0,1.0
6,17,1, x, 1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,-0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0
7,18,1, x, 2.0,4.0,3.0,1.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,3.0,1.0,4.0,4.0,2.0,1.0,4.0,4.0,2.0,4.0,3.0,2.0
8,18,3, x, -0.0,2.0,5.0,5.0,5.0,1.0,2.0,-0.0,2.0,5.0,5.0,5.0,1.0,2.0,-0.0,3.0,5.0,5.0,5.0,-0.0,2.0,0.0,3.0,5.0,4.0,5.0,2.0,1.0
9,20,1, x, 0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
10,20,3, x, -0.0,2.0,1.0,2.0,-0.0,2.0,1.0,-0.0,2.0,2.0,2.0,-0.0,2.0,-0.0,-0.0,2.0,2.0,2.0,-0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,-0.0
11,21,1, x, 0.0,2.0,2.0,1.0,2.0,2.0,1.0,-0.0,2.0,2.0,1.0,2.0,2.0,1.0,-0.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0
12,21,3, x, -0.0,2.0,4.0,4.0,3.0,3.0,-0.0,-0.0,3.0,3.0,4.0,3.0,3.0,-0.0,-0.0,2.0,4.0,4.0,3.0,3.0,-0.0,-0.0,2.0,3.0,4.0,3.0,4.0,-0.0
13,22,3, x, -0.0,1.0,1.0,1.0,1.0,-0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.0,-0.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.0,1.0,1.0,1.0,0.0,-0.0
14,23,3, x, -0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,-0.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,-0.0,0.0,2.0,2.0,1.0,2.0,1.0
15,24,3, x, -0.0,2.0,-0.0,2.0,2.0,2.0,0.0,-0.0,2.0,-0.0,2.0,2.0,2.0,-0.0,-0.0,2.0,-0.0,2.0,2.0,2.0,0.0,0.0,2.0,-0.0,2.0,2.0,2.0,-0.0
16,27,3, x, 0.0,2.0,1.0,2.0,2.0,0.0,1.0,-0.0,2.0,1.0,2.0,2.0,-0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,-0.0,2.0,1.0,2.0,2.0,-0.0,1.0
17,30,1, x, 2.0,4.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,4.0,4.0,3.0,2.0
18,32,1, x, 1.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,-0.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,-0.0,2.0,3.0,3.0,3.0,3.0,1.0
19,43,3, x, 1.0,3.0,2.0,-0.0,3.0,1.0,2.0,2.0,3.0,2.0,-0.0,2.0,2.0,1.0,1.0,3.0,2.0,-0.0,3.0,1.0,2.0,2.0,3.0,2.0,-0.0,2.0,2.0,1.0
20,44,3, x, 1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,-0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,-0.0,2.0,2.0,1.0,1.0,1.0
21,48,3, x, 1.0,0.0,1.0,1.0,-0.0,1.0,0.0,0.0,1.0,1.0,1.0,-0.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,-0.0,0.0,1.0,1.0,1.0,-0.0,0.0,1.0


