n,i,t,p,1_1,1_2,1_3,1_4,1_5,1_6,1_7,2_1,2_2,2_3,2_4,2_5,2_6,2_7,3_1,3_2,3_3,3_4,3_5,3_6,3_7,4_1,4_2,4_3,4_4,4_5,4_6,4_7
31,21,1,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,23,1,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37,24,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,24,2,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39,24,2,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40,25,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,26,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,27,2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,27,2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,28,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,29,1,31,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
48,29,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,29,2,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,30,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
51,30,1,31,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
52,30,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,30,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,32,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,32,1,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58,33,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,43,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
60,43,1,31,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
61,44,2,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
62,44,2,31,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
63,47,2,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,48,2,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
65,48,2,31,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0


n,i,t,dummy,1_1,1_2,1_3,1_4,1_5,1_6,1_7,2_1,2_2,2_3,2_4,2_5,2_6,2_7,3_1,3_2,3_3,3_4,3_5,3_6,3_7,4_1,4_2,4_3,4_4,4_5,4_6,4_7
1,11,1, x, 1.0,1.0,2.0,2.0,2.0,2.0,-0.0,1.0,1.0,2.0,2.0,2.0,2.0,-0.0,1.0,1.0,2.0,2.0,2.0,2.0,-0.0,1.0,1.0,2.0,2.0,2.0,2.0,-0.0
2,11,2, x, -0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0
3,12,1, x, -0.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,-0.0,1.0,-0.0
4,12,2, x, 1.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0
5,14,1, x, -0.0,2.0,2.0,1.0,1.0,2.0,2.0,-0.0,2.0,2.0,2.0,2.0,2.0,-0.0,-0.0,2.0,2.0,2.0,1.0,1.0,2.0,-0.0,2.0,2.0,2.0,2.0,2.0,-0.0
6,15,2, x, -0.0,1.0,2.0,1.0,-0.0,-0.0,-0.0,-0.0,2.0,2.0,0.0,-0.0,-0.0,2.0,-0.0,2.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.0,2.0,-0.0,-0.0,-0.0,2.0
7,17,2, x, 1.0,5.0,-0.0,1.0,7.0,-0.0,2.0,1.0,2.0,-0.0,1.0,7.0,6.0,2.0,1.0,3.0,-0.0,1.0,7.0,2.0,2.0,1.0,5.0,-0.0,1.0,7.0,3.0,2.0
8,18,1, x, -0.0,5.0,4.0,5.0,5.0,5.0,1.0,-0.0,5.0,4.0,5.0,5.0,4.0,2.0,-0.0,5.0,4.0,5.0,5.0,5.0,1.0,-0.0,5.0,4.0,5.0,5.0,4.0,2.0
9,19,2, x, 1.0,-0.0,-0.0,2.0,-0.0,2.0,1.0,1.0,2.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,2.0,-0.0,2.0,-0.0,-0.0,1.0,1.0,-0.0,-0.0,2.0,-0.0,-0.0,1.0
10,20,2, x, -0.0,3.0,4.0,-0.0,-0.0,3.0,-0.0,-0.0,3.0,4.0,3.0,-0.0,-0.0,-0.0,-0.0,2.0,4.0,-0.0,-0.0,4.0,-0.0,-0.0,2.0,4.0,-0.0,-0.0,4.0,-0.0
11,21,1, x, -0.0,4.0,4.0,3.0,4.0,4.0,1.0,-0.0,4.0,4.0,2.0,4.0,4.0,2.0,-0.0,4.0,4.0,3.0,4.0,4.0,1.0,-0.0,4.0,4.0,2.0,4.0,4.0,2.0
12,22,2, x, -0.0,-0.0,4.0,2.0,4.0,-0.0,-0.0,-0.0,-0.0,4.0,2.0,4.0,-0.0,-0.0,-0.0,-0.0,4.0,3.0,3.0,-0.0,-0.0,-0.0,-0.0,4.0,2.0,4.0,-0.0,-0.0
13,23,1, x, -0.0,-0.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,-0.0
14,24,2, x, -0.0,2.0,-0.0,3.0,1.0,-0.0,2.0,-0.0,2.0,-0.0,3.0,1.0,-0.0,1.0,-0.0,2.0,-0.0,3.0,1.0,-0.0,2.0,-0.0,1.0,-0.0,3.0,2.0,-0.0,1.0
15,25,1, x, -0.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0
16,25,2, x, -0.0,-0.0,1.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0
17,26,1, x, 1.0,1.0,1.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,1.0,1.0,1.0,1.0,-0.0
18,27,2, x, -0.0,-0.0,2.0,2.0,-0.0,-0.0,-0.0,2.0,-0.0,2.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.0,2.0,-0.0,-0.0,-0.0,2.0,-0.0,2.0,2.0,-0.0,-0.0,-0.0
19,28,1, x, 1.0,2.0,2.0,2.0,1.0,2.0,-0.0,-0.0,2.0,2.0,2.0,2.0,2.0,-0.0,1.0,1.0,2.0,2.0,2.0,2.0,-0.0,-0.0,2.0,2.0,2.0,2.0,2.0,-0.0
20,29,1, x, -0.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,-0.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0
21,29,2, x, -0.0,-0.0,-0.0,-0.0,2.0,2.0,1.0,-0.0,-0.0,-0.0,-0.0,2.0,2.0,1.0,-0.0,-0.0,-0.0,-0.0,2.0,2.0,1.0,-0.0,-0.0,-0.0,-0.0,2.0,2.0,1.0
22,30,1, x, 1.0,2.0,-0.0,2.0,2.0,2.0,1.0,1.0,2.0,-0.0,2.0,2.0,2.0,1.0,1.0,2.0,-0.0,2.0,2.0,2.0,1.0,1.0,2.0,-0.0,2.0,2.0,2.0,1.0
23,30,2, x, -0.0,2.0,-0.0,2.0,2.0,-0.0,-0.0,-0.0,2.0,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,2.0,-0.0,2.0,2.0,-0.0,-0.0,-0.0,2.0,-0.0,2.0,-0.0,-0.0,-0.0
24,32,1, x, -0.0,3.0,4.0,4.0,4.0,4.0,1.0,-0.0,3.0,4.0,4.0,4.0,4.0,1.0,-0.0,3.0,4.0,4.0,4.0,4.0,1.0,-0.0,3.0,4.0,4.0,4.0,4.0,1.0
25,33,2, x, 0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,0.0,0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,0.0
26,43,1, x, 1.0,2.0,2.0,2.0,2.0,-0.0,1.0,1.0,2.0,2.0,2.0,2.0,-0.0,1.0,1.0,2.0,2.0,2.0,2.0,-0.0,1.0,1.0,2.0,2.0,2.0,2.0,-0.0,1.0
27,44,2, x, 1.0,2.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,2.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,2.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,2.0,1.0,-0.0,-0.0,-0.0,1.0
28,47,2, x, 1.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0
29,48,2, x, 1.0,-0.0,-0.0,-0.0,1.0,2.0,1.0,1.0,-0.0,0.0,-0.0,1.0,2.0,1.0,1.0,-0.0,-0.0,-0.0,1.0,2.0,1.0,1.0,-0.0,-0.0,-0.0,1.0,2.0,1.0


