tournum tourtype week period day shiftlength startwin
57 2 1 44 6 16 43
57 2 4 44 6 16 43
58 2 2 43 2 16 43
58 2 3 43 2 16 43
58 2 4 43 4 16 43
58 2 3 43 5 16 43
58 2 1 43 6 16 43
58 2 2 43 6 16 43
58 2 1 44 2 16 43
58 2 4 44 2 16 43
58 2 2 44 5 16 43
58 2 4 44 5 16 43
59 2 3 43 2 16 43
59 2 4 43 4 16 43
59 2 2 43 6 16 43
59 2 2 44 2 16 43
59 2 4 44 2 16 43
59 2 3 44 3 16 43
59 2 1 44 4 16 43
59 2 2 44 4 16 43
59 2 4 44 5 16 43
59 2 1 44 6 16 43
60 2 1 43 2 16 43
60 2 2 43 4 16 43
60 2 3 43 5 16 43
60 2 4 43 6 16 43
60 2 2 44 3 16 43
60 2 3 44 3 16 43
60 2 4 44 3 16 43
60 2 1 44 4 16 43
60 2 4 44 4 16 43
60 2 2 44 6 16 43
61 2 3 43 3 16 43
61 2 1 43 4 16 43
61 2 2 43 5 16 43
61 2 3 43 6 16 43
61 2 4 43 6 16 43
61 2 2 44 3 16 43
61 2 4 44 4 16 43
61 2 4 44 5 16 43
61 2 1 44 6 16 43
61 2 2 44 6 16 43
62 2 2 47 2 16 47
62 2 3 47 3 16 47
62 2 4 47 3 16 47
62 2 2 47 5 16 47
62 2 3 47 5 16 47
62 2 2 47 6 16 47
62 2 1 48 2 16 47
62 2 4 48 2 16 47
62 2 1 48 6 16 47
62 2 4 48 6 16 47
63 2 4 47 2 16 47
63 2 1 47 3 16 47
63 2 2 47 3 16 47
63 2 4 47 3 16 47
63 2 2 47 4 16 47
63 2 4 47 4 16 47
63 2 2 47 5 16 47
63 2 3 48 2 16 47
63 2 1 48 5 16 47
63 2 3 48 5 16 47
