"Seq", "Problem", "dmd_num", "ttbnd_num", "wkd_scen", "ash_num", "dmd_file", "basemix_file", "ttbnd_file", "wkd_file", "min_file", "us1", "us2", "usb", "budget", "ptfrac", "solver", "timelimit", "mipgap", "sol_status", "problem", "MIP_obj", "tot_cap", "phase1_sol_status", "us1_cost", "us2_cost", "phase2_obj", "timestamp", "phase2_sol_status"
"1531", "mwts04_d02_t1_a01_ptub_tight", "2", "1", "tight", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_1.bnd", "exps/mwts04/inputs/mix/mwts04_tight.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t1_a01_ptub_tight", "15088.5", "13440", "optimal", "583.5", "1065", "840", "2012-07-06 14:05:37.104101", "optimal"
"1532", "mwts04_d02_t1_a02_ptub_tight", "2", "1", "tight", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_1.bnd", "exps/mwts04/inputs/mix/mwts04_tight.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t1_a02_ptub_tight", "15088.5", "13440", "optimal", "583.5", "1065", "840", "2012-07-06 14:15:16.777906", "optimal"
"1533", "mwts04_d02_t1_a01_ptub_moderate", "2", "1", "moderate", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_1.bnd", "exps/mwts04/inputs/mix/mwts04_moderate.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t1_a01_ptub_moderate", "14889", "13440", "optimal", "603", "846", "840", "2012-07-06 14:24:52.969888", "optimal"
"1534", "mwts04_d02_t1_a02_ptub_moderate", "2", "1", "moderate", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_1.bnd", "exps/mwts04/inputs/mix/mwts04_moderate.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t1_a02_ptub_moderate", "14889", "13440", "optimal", "603", "846", "840", "2012-07-06 14:28:27.600049", "optimal"
"1535", "mwts04_d02_t1_a01_ptub_loose", "2", "1", "loose", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_1.bnd", "exps/mwts04/inputs/mix/mwts04_loose.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t1_a01_ptub_loose", "14698", "13120", "optimal", "642", "936", "820", "2012-07-06 14:34:43.598187", "optimal"
"1536", "mwts04_d02_t1_a02_ptub_loose", "2", "1", "loose", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_1.bnd", "exps/mwts04/inputs/mix/mwts04_loose.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t1_a02_ptub_loose", "14698", "13120", "optimal", "642", "936", "820", "2012-07-06 14:43:23.156842", "optimal"
"1537", "mwts04_d02_t2_a01_ptub_tight", "2", "2", "tight", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_2.bnd", "exps/mwts04/inputs/mix/mwts04_tight.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t2_a01_ptub_tight", "14496.5", "13472", "optimal", "457.5", "566.999999998683", "842", "2012-07-06 14:49:41.064821", "optimal"
"1538", "mwts04_d02_t2_a02_ptub_tight", "2", "2", "tight", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_2.bnd", "exps/mwts04/inputs/mix/mwts04_tight.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t2_a02_ptub_tight", "14496.5", "13472", "optimal", "457.5", "566.999999998683", "842", "2012-07-06 14:54:47.444888", "optimal"
"1539", "mwts04_d02_t2_a01_ptub_moderate", "2", "2", "moderate", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_2.bnd", "exps/mwts04/inputs/mix/mwts04_moderate.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t2_a01_ptub_moderate", "14288", "13328", "optimal", "432", "527.999999997174", "833", "2012-07-06 15:01:46.749208", "optimal"
"1540", "mwts04_d02_t2_a02_ptub_moderate", "2", "2", "moderate", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_2.bnd", "exps/mwts04/inputs/mix/mwts04_moderate.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t2_a02_ptub_moderate", "14288", "13328", "optimal", "432", "527.999999997174", "833", "2012-07-06 15:09:01.491873", "optimal"
"1541", "mwts04_d02_t2_a01_ptub_loose", "2", "2", "loose", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_2.bnd", "exps/mwts04/inputs/mix/mwts04_loose.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t2_a01_ptub_loose", "14152", "13168", "optimal", "471", "512.999999977002", "823", "2012-07-06 15:14:55.483179", "optimal"
"1542", "mwts04_d02_t2_a02_ptub_loose", "2", "2", "loose", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_2.bnd", "exps/mwts04/inputs/mix/mwts04_loose.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t2_a02_ptub_loose", "14152", "13168", "optimal", "471", "512.999999977002", "823", "2012-07-06 15:18:10.474948", "optimal"
"1543", "mwts04_d02_t3_a01_ptub_tight", "2", "3", "tight", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_3.bnd", "exps/mwts04/inputs/mix/mwts04_tight.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t3_a01_ptub_tight", "13680", "12594", "optimal", "765", "320.999999998926", "1255", "2012-07-06 15:37:03.490037", "optimal"
"1544", "mwts04_d02_t3_a02_ptub_tight", "2", "3", "tight", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_3.bnd", "exps/mwts04/inputs/mix/mwts04_tight.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t3_a02_ptub_tight", "13288", "12664", "optimal", "516", "108", "1303", "2012-07-06 16:12:34.091524", "optimal"
"1545", "mwts04_d02_t3_a01_ptub_moderate", "2", "3", "moderate", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_3.bnd", "exps/mwts04/inputs/mix/mwts04_moderate.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t3_a01_ptub_moderate", "13650.5", "12680", "optimal", "766.5", "203.999999999343", "1256", "2012-07-06 16:30:08.327446", "optimal"
"1546", "mwts04_d02_t3_a02_ptub_moderate", "2", "3", "moderate", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_3.bnd", "exps/mwts04/inputs/mix/mwts04_moderate.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t3_a02_ptub_moderate", "13211.9999999", "12647.9999999967", "optimal", "552.000000003171", "12", "1291", "2012-07-06 17:01:51.238041", "optimal"
"1547", "mwts04_d02_t3_a01_ptub_loose", "2", "3", "loose", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_3.bnd", "exps/mwts04/inputs/mix/mwts04_loose.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t3_a01_ptub_loose", "13595", "12584", "optimal", "807", "203.999999998104", "1208", "2012-07-06 17:16:47.707628", "optimal"
"1548", "mwts04_d02_t3_a02_ptub_loose", "2", "3", "loose", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_3.bnd", "exps/mwts04/inputs/mix/mwts04_loose.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t3_a02_ptub_loose", "13209", "12642", "optimal", "555", "12", "1298", "2012-07-06 17:55:06.805697", "optimal"
"1549", "mwts04_d02_t4_a01_ptub_tight", "2", "4", "tight", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_4.bnd", "exps/mwts04/inputs/mix/mwts04_tight.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t4_a01_ptub_tight", "14929", "13120", "optimal", "675", "1134", "574", "2012-07-06 18:06:09.121501", "optimal"
"1550", "mwts04_d02_t4_a02_ptub_tight", "2", "4", "tight", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_4.bnd", "exps/mwts04/inputs/mix/mwts04_tight.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t4_a02_ptub_tight", "15010", "13120", "optimal", "723.000000020295", "1166.99999994942", "574", "2012-07-06 18:12:29.232845", "optimal"
"1551", "mwts04_d02_t4_a01_ptub_moderate", "2", "4", "moderate", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_4.bnd", "exps/mwts04/inputs/mix/mwts04_moderate.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t4_a01_ptub_moderate", "14924", "13760", "optimal", "357", "807", "602", "2012-07-06 18:20:50.783299", "optimal"
"1552", "mwts04_d02_t4_a02_ptub_moderate", "2", "4", "moderate", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_4.bnd", "exps/mwts04/inputs/mix/mwts04_moderate.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t4_a02_ptub_moderate", "14716.5", "13440", "optimal", "475.5", "800.99999998479", "588", "2012-07-06 18:35:17.872445", "optimal"
"1553", "mwts04_d02_t4_a01_ptub_loose", "2", "4", "loose", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_4.bnd", "exps/mwts04/inputs/mix/mwts04_loose.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t4_a01_ptub_loose", "14683.5", "13440", "optimal", "391.5", "852", "588", "2012-07-06 18:45:14.302049", "optimal"
"1554", "mwts04_d02_t4_a02_ptub_loose", "2", "4", "loose", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_4.bnd", "exps/mwts04/inputs/mix/mwts04_loose.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t4_a02_ptub_loose", "14695.5", "13440", "optimal", "472.5", "783", "588", "2012-07-06 19:12:01.342669", "optimal"
"1555", "mwts04_d02_t5_a01_ptub_tight", "2", "5", "tight", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_5.bnd", "exps/mwts04/inputs/mix/mwts04_tight.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t5_a01_ptub_tight", "14841", "13440", "optimal", "609", "792", "672", "2012-07-06 19:18:58.451615", "optimal"
"1556", "mwts04_d02_t5_a02_ptub_tight", "2", "5", "tight", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_5.bnd", "exps/mwts04/inputs/mix/mwts04_tight.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t5_a02_ptub_tight", "14736", "13440", "optimal", "573", "723", "672", "2012-07-06 19:28:43.023585", "optimal"
"1557", "mwts04_d02_t5_a01_ptub_moderate", "2", "5", "moderate", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_5.bnd", "exps/mwts04/inputs/mix/mwts04_moderate.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t5_a01_ptub_moderate", "14719.5", "13440", "optimal", "553.5", "726", "672", "2012-07-06 19:36:35.887307", "optimal"
"1558", "mwts04_d02_t5_a02_ptub_moderate", "2", "5", "moderate", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_5.bnd", "exps/mwts04/inputs/mix/mwts04_moderate.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t5_a02_ptub_moderate", "14517", "13440", "optimal", "495", "582", "672", "2012-07-06 19:49:57.064138", "optimal"
"1559", "mwts04_d02_t5_a01_ptub_loose", "2", "5", "loose", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_5.bnd", "exps/mwts04/inputs/mix/mwts04_loose.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t5_a01_ptub_loose", "14552.5", "13120", "optimal", "625.5", "807", "656", "2012-07-06 19:56:29.604525", "optimal"
"1561", "mwts04_d02_t6_a01_ptub_tight", "2", "6", "tight", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_6.bnd", "exps/mwts04/inputs/mix/mwts04_tight.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t6_a01_ptub_tight", "14584", "13360", "optimal", "495", "729", "668", "2012-07-06 20:20:40.391616", "optimal"
"1562", "mwts04_d02_t6_a02_ptub_tight", "2", "6", "tight", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_6.bnd", "exps/mwts04/inputs/mix/mwts04_tight.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t6_a02_ptub_tight", "14590", "13300", "optimal", "594", "695.999999998032", "665", "2012-07-06 20:26:29.989612", "optimal"
"1563", "mwts04_d02_t6_a01_ptub_moderate", "2", "6", "moderate", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_6.bnd", "exps/mwts04/inputs/mix/mwts04_moderate.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t6_a01_ptub_moderate", "14371.5", "13140", "optimal", "634.5", "596.999999996298", "657", "2012-07-06 20:28:58.118350", "optimal"
"1564", "mwts04_d02_t6_a02_ptub_moderate", "2", "6", "moderate", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_6.bnd", "exps/mwts04/inputs/mix/mwts04_moderate.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t6_a02_ptub_moderate", "14436", "13260", "optimal", "606", "569.999999998659", "663", "2012-07-06 20:35:14.235301", "optimal"
"1565", "mwts04_d02_t6_a01_ptub_loose", "2", "6", "loose", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_6.bnd", "exps/mwts04/inputs/mix/mwts04_loose.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t6_a01_ptub_loose", "14493", "13200", "optimal", "657", "636", "660", "2012-07-06 20:40:56.575330", "optimal"
"1566", "mwts04_d02_t6_a02_ptub_loose", "2", "6", "loose", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_6.bnd", "exps/mwts04/inputs/mix/mwts04_loose.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t6_a02_ptub_loose", "14445", "13380", "optimal", "543", "522", "669", "2012-07-06 20:47:34.760258", "optimal"
"1567", "mwts04_d02_t7_a01_ptub_tight", "2", "7", "tight", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_7.bnd", "exps/mwts04/inputs/mix/mwts04_tight.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t7_a01_ptub_tight", "14520.9999999", "13120", "optimal", "582.00000002967", "818.999999825943", "820", "2012-07-06 20:50:54.224082", "optimal"
"1568", "mwts04_d02_t7_a02_ptub_tight", "2", "7", "tight", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_7.bnd", "exps/mwts04/inputs/mix/mwts04_tight.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t7_a02_ptub_tight", "14563", "13120", "optimal", "678", "765", "820", "2012-07-06 20:56:40.131945", "optimal"
"1569", "mwts04_d02_t7_a01_ptub_moderate", "2", "7", "moderate", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_7.bnd", "exps/mwts04/inputs/mix/mwts04_moderate.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t7_a01_ptub_moderate", "14319.5", "13280.0000000001", "optimal", "550.50000000237", "488.999999951381", "830", "2012-07-06 21:03:01.507204", "optimal"
"1570", "mwts04_d02_t7_a02_ptub_moderate", "2", "7", "moderate", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_7.bnd", "exps/mwts04/inputs/mix/mwts04_moderate.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t7_a02_ptub_moderate", "14105.5", "13120", "optimal", "517.5", "468", "820", "2012-07-06 21:12:07.809652", "optimal"
"1571", "mwts04_d02_t7_a01_ptub_loose", "2", "7", "loose", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_7.bnd", "exps/mwts04/inputs/mix/mwts04_loose.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t7_a01_ptub_loose", "14237", "13280", "optimal", "507.000000010035", "449.999999951097", "830", "2012-07-06 21:19:39.766240", "optimal"
"1572", "mwts04_d02_t7_a02_ptub_loose", "2", "7", "loose", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_7.bnd", "exps/mwts04/inputs/mix/mwts04_loose.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t7_a02_ptub_loose", "14101", "13120", "optimal", "540", "441", "820", "2012-07-06 21:41:39.086712", "optimal"
"1573", "mwts04_d02_t8_a01_ptub_tight", "2", "8", "tight", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_8.bnd", "exps/mwts04/inputs/mix/mwts04_tight.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t8_a01_ptub_tight", "15454.5", "13728", "optimal", "535.5", "1191", "572", "2012-07-06 21:45:31.391663", "optimal"
"1574", "mwts04_d02_t8_a02_ptub_tight", "2", "8", "tight", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_8.bnd", "exps/mwts04/inputs/mix/mwts04_tight.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t8_a02_ptub_tight", "15510", "13728", "optimal", "501", "1280.99999999212", "572", "2012-07-06 21:59:31.496758", "optimal"
"1575", "mwts04_d02_t8_a01_ptub_moderate", "2", "8", "moderate", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_8.bnd", "exps/mwts04/inputs/mix/mwts04_moderate.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t8_a01_ptub_moderate", "15148.5", "13416", "optimal", "706.5", "1026", "559", "2012-07-06 22:04:56.508762", "optimal"
"1576", "mwts04_d02_t8_a02_ptub_moderate", "2", "8", "moderate", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_8.bnd", "exps/mwts04/inputs/mix/mwts04_moderate.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t8_a02_ptub_moderate", "15117", "13728", "optimal", "477", "912", "572", "2012-07-06 22:18:24.052207", "optimal"
"1577", "mwts04_d02_t8_a01_ptub_loose", "2", "8", "loose", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_8.bnd", "exps/mwts04/inputs/mix/mwts04_loose.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t8_a01_ptub_loose", "15144", "13416", "optimal", "612", "1116", "559", "2012-07-06 22:25:59.076808", "optimal"
"1578", "mwts04_d02_t8_a02_ptub_loose", "2", "8", "loose", "2", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash02.mix", "exps/mwts04/inputs/mix/mwts04_8.bnd", "exps/mwts04/inputs/mix/mwts04_loose.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t8_a02_ptub_loose", "15067.5", "13416", "optimal", "673.5", "978", "559", "2012-07-06 22:39:38.570680", "optimal"
"1579", "mwts04_d02_t12_a01_ptub_tight", "2", "12", "tight", "1", "exps/mwts04/inputs/dmd/width02_pacu.dmd", "exps/mwts04/inputs/mix/mwts04_ash01.mix", "exps/mwts04/inputs/mix/mwts04_12.bnd", "exps/mwts04/inputs/mix/mwts04_tight.wkd", "exps/mwts04/inputs/dmd/base.min", "1.5", "3", "1", "100000", "0.4", "gurobi", "1200", "0.02", "optimal:optimal", "mwts04_d02_t12_a01_ptub_tight", "14350", "13312", "optimal", "453", "585", "832", "2012-07-06 22:49:14.854577", "optimal"
