1531,mwts04_d02_t1_a01_ptub_tight,2,1,tight,1,exps/mwts04/inputs/dmd/width02_pacu.dmd,exps/mwts04/inputs/mix/mwts04_ash01.mix,exps/mwts04/inputs/mix/mwts04_1.bnd,exps/mwts04/inputs/mix/mwts04_tight.wkd,exps/mwts04/inputs/dmd/base.min,1.5,3,1,100000,0.4,gurobi,1200,0.02,not run
1532,mwts04_d02_t1_a02_ptub_tight,2,1,tight,2,exps/mwts04/inputs/dmd/width02_pacu.dmd,exps/mwts04/inputs/mix/mwts04_ash02.mix,exps/mwts04/inputs/mix/mwts04_1.bnd,exps/mwts04/inputs/mix/mwts04_tight.wkd,exps/mwts04/inputs/dmd/base.min,1.5,3,1,100000,0.4,gurobi,1200,0.02,not run
1533,mwts04_d02_t1_a01_ptub_moderate,2,1,moderate,1,exps/mwts04/inputs/dmd/width02_pacu.dmd,exps/mwts04/inputs/mix/mwts04_ash01.mix,exps/mwts04/inputs/mix/mwts04_1.bnd,exps/mwts04/inputs/mix/mwts04_moderate.wkd,exps/mwts04/inputs/dmd/base.min,1.5,3,1,100000,0.4,gurobi,1200,0.02,not run
1534,mwts04_d02_t1_a02_ptub_moderate,2,1,moderate,2,exps/mwts04/inputs/dmd/width02_pacu.dmd,exps/mwts04/inputs/mix/mwts04_ash02.mix,exps/mwts04/inputs/mix/mwts04_1.bnd,exps/mwts04/inputs/mix/mwts04_moderate.wkd,exps/mwts04/inputs/dmd/base.min,1.5,3,1,100000,0.4,gurobi,1200,0.02,not run
1535,mwts04_d02_t1_a01_ptub_loose,2,1,loose,1,exps/mwts04/inputs/dmd/width02_pacu.dmd,exps/mwts04/inputs/mix/mwts04_ash01.mix,exps/mwts04/inputs/mix/mwts04_1.bnd,exps/mwts04/inputs/mix/mwts04_loose.wkd,exps/mwts04/inputs/dmd/base.min,1.5,3,1,100000,0.4,gurobi,1200,0.02,not run
1536,mwts04_d02_t1_a02_ptub_loose,2,1,loose,2,exps/mwts04/inputs/dmd/width02_pacu.dmd,exps/mwts04/inputs/mix/mwts04_ash02.mix,exps/mwts04/inputs/mix/mwts04_1.bnd,exps/mwts04/inputs/mix/mwts04_loose.wkd,exps/mwts04/inputs/dmd/base.min,1.5,3,1,100000,0.4,gurobi,1200,0.02,not run
1537,mwts04_d02_t2_a01_ptub_tight,2,2,tight,1,exps/mwts04/inputs/dmd/width02_pacu.dmd,exps/mwts04/inputs/mix/mwts04_ash01.mix,exps/mwts04/inputs/mix/mwts04_2.bnd,exps/mwts04/inputs/mix/mwts04_tight.wkd,exps/mwts04/inputs/dmd/base.min,1.5,3,1,100000,0.4,gurobi,1200,0.02,not run
1538,mwts04_d02_t2_a02_ptub_tight,2,2,tight,2,exps/mwts04/inputs/dmd/width02_pacu.dmd,exps/mwts04/inputs/mix/mwts04_ash02.mix,exps/mwts04/inputs/mix/mwts04_2.bnd,exps/mwts04/inputs/mix/mwts04_tight.wkd,exps/mwts04/inputs/dmd/base.min,1.5,3,1,100000,0.4,gurobi,1200,0.02,not run
1539,mwts04_d02_t2_a01_ptub_moderate,2,2,moderate,1,exps/mwts04/inputs/dmd/width02_pacu.dmd,exps/mwts04/inputs/mix/mwts04_ash01.mix,exps/mwts04/inputs/mix/mwts04_2.bnd,exps/mwts04/inputs/mix/mwts04_moderate.wkd,exps/mwts04/inputs/dmd/base.min,1.5,3,1,100000,0.4,gurobi,1200,0.02,not run
1540,mwts04_d02_t2_a02_ptub_moderate,2,2,moderate,2,exps/mwts04/inputs/dmd/width02_pacu.dmd,exps/mwts04/inputs/mix/mwts04_ash02.mix,exps/mwts04/inputs/mix/mwts04_2.bnd,exps/mwts04/inputs/mix/mwts04_moderate.wkd,exps/mwts04/inputs/dmd/base.min,1.5,3,1,100000,0.4,gurobi,1200,0.02,not run
1541,mwts04_d02_t2_a01_ptub_loose,2,2,loose,1,exps/mwts04/inputs/dmd/width02_pacu.dmd,exps/mwts04/inputs/mix/mwts04_ash01.mix,exps/mwts04/inputs/mix/mwts04_2.bnd,exps/mwts04/inputs/mix/mwts04_loose.wkd,exps/mwts04/inputs/dmd/base.min,1.5,3,1,100000,0.4,gurobi,1200,0.02,not run
1542,mwts04_d02_t2_a02_ptub_loose,2,2,loose,2,exps/mwts04/inputs/dmd/width02_pacu.dmd,exps/mwts04/inputs/mix/mwts04_ash02.mix,exps/mwts04/inputs/mix/mwts04_2.bnd,exps/mwts04/inputs/mix/mwts04_loose.wkd,exps/mwts04/inputs/dmd/base.min,1.5,3,1,100000,0.4,gurobi,1200,0.02,not run
1543,mwts04_d02_t3_a01_ptub_tight,2,3,tight,1,exps/mwts04/inputs/dmd/width02_pacu.dmd,exps/mwts04/inputs/mix/mwts04_ash01.mix,exps/mwts04/inputs/mix/mwts04_3.bnd,exps/mwts04/inputs/mix/mwts04_tight.wkd,exps/mwts04/inputs/dmd/base.min,1.5,3,1,100000,0.4,gurobi,1200,0.02,not run
1544,mwts04_d02_t3_a02_ptub_tight,2,3,tight,2,exps/mwts04/inputs/dmd/width02_pacu.dmd,exps/mwts04/inputs/mix/mwts04_ash02.mix,exps/mwts04/inputs/mix/mwts04_3.bnd,exps/mwts04/inputs/mix/mwts04_tight.wkd,exps/mwts04/inputs/dmd/base.min,1.5,3,1,100000,0.4,gurobi,1200,0.02,not run
1545,mwts04_d02_t3_a01_ptub_moderate,2,3,moderate,1,exps/mwts04/inputs/dmd/width02_pacu.dmd,exps/mwts04/inputs/mix/mwts04_ash01.mix,exps/mwts04/inputs/mix/mwts04_3.bnd,exps/mwts04/inputs/mix/mwts04_moderate.wkd,exps/mwts04/inputs/dmd/base.min,1.5,3,1,100000,0.4,gurobi,1200,0.02,not run
